Registrace,Věk,Id,Evidenční číslo,Jednotka,Typ jednotky,Typ členství,Rok vstupu
2017,11,9B9D81AE78D8D2BB50D8F6AE1C637607,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2017,6,98A4CEBFAA279724B6BF365BDE8C37C2,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2016
2017,12,12B5936221180A3FE0B8CD502720ADCB,724.06.052-7,Antares,Oddíl,Řádné,2013
2017,7,5EDC6C6C92EB772973000D8D5519AFD4,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2015
2017,7,369D481CBF2C2A9CE840C854B482CDAB,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,6,D89CB3CA370337F5F9D4864D3C7ABF84,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2014
2017,5,3C244B746DD2B10D2D60C88DD8C65EC5,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2015
2017,8,8105CB7170A457CAED7C7D87E86440FF,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,12,727F25A737C1F19D2A08748E523E9BA4,724.06.052-7,Antares,Oddíl,Řádné,2012
2017,14,70FB7215D977CFDAD0A89D39A6351485,724.06.051-6,Albion,Oddíl,Řádné,2009
2017,5,3DCE64FD88B9E35E931C187FB930AB48,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2016
2017,13,835BEA7AE990537235E14607DE371345,724.06.052-5,Medvědice,Oddíl,Řádné,2014
2017,11,77F17DBE73A685FD25BCC1777E4A842E,724.06.052-1,Světlušky,Oddíl,Řádné,2016
2017,7,20BE086CE60ACC74BF5D0AFC4C8789BE,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2015
2017,11,D479861655DFEC202906DF9B0AF4276C,724.06.052-5,Medvědice,Oddíl,Řádné,2016
2017,14,23DFEAA7CB8527BFDBEB9843E799E02E,724.06.052-5,Medvědice,Oddíl,Řádné,2009
2017,9,D2401F9F5FC0207C46FD67574E72E11B,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2014
2017,9,FE5564C46356DAD47205A17FDCE03FF1,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2014
2017,21,13EBF0DB2B5BBD7340EC21917BB4FE7D,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2004
2017,13,438EC826D0FB8BF3D5CBA8A3D021F31A,724.06.052-7,Antares,Oddíl,Řádné,0
2017,7,9B2A31AD880AB2D457C0A141A82F65AD,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2014
2017,7,1AFC932AFE1E3059F0142168A16A9BF1,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2014
2017,19,227CFA111FC65A49867448B71E261705,724.06.052-1,Světlušky,Oddíl,Řádné,2003
2017,20,B587BB7C393406E3E32355D7ACBCE466,724.06.052-5,Medvědice,Oddíl,Řádné,2004
2017,22,38A5DE702346C34A0BEED524679C85D9,724.06.051-6,Albion,Oddíl,Řádné,2000
2017,35,B3D820CEE4E9FF914C85FCF66BBE4BEE,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2013
2017,7,BDA90AA65CDDB31735C08C4D4232B912,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2013
2017,37,6D354B0029F6DBD61A78BA5BAB16B2F7,724.06.051-6,Albion,Oddíl,Řádné,1990
2017,4,E4FE5CBDBD0F9242F3B396CB7295351B,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2016
2017,8,A7BFA17BA13EFB4DCF6ECE11A014D7E0,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2015
2017,8,30D1E2E23483A4B6B56122280A068A1A,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2013
2017,7,8E5A5E1F0A3353799CC30AC1DF948B43,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,16,7936BF7E2509ECB068EA9F91F27A9A15,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2009
2017,21,50F9C36AB149A69080A139DBDF58FEC9,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2000
2017,15,09499EFB1F7C52F0A674ABDF82F7F71A,724.06.051-6,Albion,Oddíl,Řádné,2007
2017,20,09059728C10EA6BB4DCC0876D63E5C01,724.06.052-1,Světlušky,Oddíl,Řádné,2000
2017,6,8E9E150CD79663A9B228F1296D4B26A1,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2016
2017,11,C85BC2134634FC0DF1AEAE4799EAC579,724.06.052-7,Antares,Oddíl,Řádné,2013
2017,19,B2EEC20C8634698C146740C706DD2B08,724.06.052-5,Medvědice,Oddíl,Řádné,2004
2017,25,EA2FFD50E48CDC1016721776FDE1EC65,724.06.051-6,Albion,Oddíl,Řádné,2000
2017,20,AC984E03C6B44EE370DD36145274E21D,724.06.052-1,Světlušky,Oddíl,Řádné,2009
2017,14,E1DB50FA8131583EF4A127195CB87669,724.06.052-5,Medvědice,Oddíl,Řádné,2006
2017,15,0C293C32E86C81AF49AD85729DD7636E,724.06.051-6,Albion,Oddíl,Řádné,2006
2017,12,B9B44F05616F50F7C0A18207242894B4,724.06.052-5,Medvědice,Oddíl,Řádné,2013
2017,15,B4F94F714F9CF79E083506590C3FC8F9,724.06.051-6,Albion,Oddíl,Řádné,2014
2017,13,5B5C25D7E3414C8573C2C3A12BA0D1FC,724.06.052-7,Antares,Oddíl,Řádné,2009
2017,7,3CF33C6C976AA0CA50AF7240370EB150,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2017
2017,9,810434B9CAD8F283BBEAEFF345849B1B,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2017,7,E91547293E29ABFDC07AC41F1E823010,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2017,16,3E462EA9F419A51F1CC7D98AED5500DA,724.06.052-7,Antares,Oddíl,Řádné,2009
2017,12,FE3F01B2DD90CAB26DE3E46EC3E6C84A,724.06.052-7,Antares,Oddíl,Řádné,2010
2017,49,EAE5C059BC158537BD9D7640080B4F50,724.06,6. středisko Zlín,Středisko,Řádné,1990
2017,19,4EFD87DCB1F4702DD98A3DD070FF77FA,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2006
2017,15,A781D18FA459875E58EBCE9AF3319ED5,724.06.052-1,Světlušky,Oddíl,Řádné,2013
2017,15,6F32CA1DE06D03C6B70CCFEC24EA3CCA,724.06.051-6,Albion,Oddíl,Řádné,2009
2017,6,0571EE0C54D71ED6E168FA454AC7F29D,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,19,BC87ABE5F9F8441761A262A95FE2E767,724.06.052-7,Antares,Oddíl,Řádné,2004
2017,29,73C9D975BCD66F5013F89B2BF6526E87,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2000
2017,6,5C6E08158725393C3E310AEC2AC4979D,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2014
2017,6,5A2D6BF3ECA7F336CB0BABFBE55F9F1A,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2015
2017,5,0D19DB924B1ACEF67240C7A2924A850F,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2015
2017,10,4EF6515410D8F1F856E65BA68D5270AB,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2014
2017,15,3F0C40E107C2BF2E0CF3BFCFE4F4AC40,724.06.051-6,Albion,Oddíl,Řádné,2007
2017,13,D6FF010C8155DC58B953A6029E556BA3,724.06.052-7,Antares,Oddíl,Řádné,0
2017,10,89A3A66A033CAEF293A6C3DFC985CBC3,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2010
2017,5,CF94375CFFD117B65E8ABBDB598532EA,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2016
2017,8,D43049C0F3A19C1DB8AF5BD86B67908B,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,13,B31CD40CAF5B86CD54F23B1F6CE5A74C,724.06.052-7,Antares,Oddíl,Řádné,2009
2017,16,5E4442ACE0FEFFDF397597FF24E96DEC,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2010
2017,42,DCC9052A69AD24DF969AF2705589AC0C,724.06,6. středisko Zlín,Středisko,Řádné,1990
2017,7,9F7FC76FD3CA79F79BD008EA5F433ECF,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2015
2017,16,DC0F23D50E5DEA83D79CAF4F1929FD19,724.06.052-7,Antares,Oddíl,Řádné,2007
2017,34,8BBD46B0116788716DAA406F0AEBBF08,724.06,6. středisko Zlín,Středisko,Řádné,1992
2017,22,1970AB8BEF68AE8F2EB4585690043453,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2002
2017,20,FFC1BE218D761F5DE97807EB01DAB3E2,724.06.052-1,Světlušky,Oddíl,Řádné,2000
2017,14,8022140121C36C99D3442871E77AAACF,724.06.051-6,Albion,Oddíl,Řádné,2009
2017,8,8A5C5184CFB4D068DD88F4E47E9BB3EC,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2015
2017,8,C426B5263513AC85EDB5CB54E3586175,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2017,12,9F40D14B114479D5A323BC4FFB12E5E6,724.06.052-7,Antares,Oddíl,Řádné,2009
2017,17,DF504414A3BF411D2E0ADDA3A3B8A110,724.06.051-6,Albion,Oddíl,Řádné,2011
2017,9,3FAA43F3BAC68119F25DCB7AB8F5F5F4,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,45,F2EFEF25F30945E5DDAB6069AC9866D8,724.06.051-2,Slůňata,Oddíl,Řádné,2014
2017,13,D496BA13D2F249DB7C6F48A03C6CFEFB,724.06.052-5,Medvědice,Oddíl,Řádné,2010
2017,15,F0CD17C536B35D32219430496DD88F06,724.06.051-6,Albion,Oddíl,Řádné,2006
2017,13,B0AE41CBAB9F79BBA717BB389FE7D589,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,15,AC9ADD9A04E28BE9CD5F593867D23379,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,13,C86D74F304D2820AEB089B99F9CF5767,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,13,973912251167FAAE941767B03FF413AC,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,16,A5F4822BC647B71C79F1DB9C26297512,724.06.051-6,Albion,Oddíl,Řádné,2007
2017,18,0D962609FAD70C49D5CC868B2AC53A5C,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2017,10,C3B5B9028C4178A76A61746D596AE654,724.06.052-1,Světlušky,Oddíl,Řádné,2016
2017,30,390FE7822C9E58B5ADF2D1F78BD3BECB,724.06,6. středisko Zlín,Středisko,Řádné,2000
2017,8,7A704A06A1C3F4064F0E0EDA53656FB3,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,18,D8079AD25FF7805DC87E295CCBEFE0BC,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2007
2017,11,2845B5162BF299476600DBA8BE6A95DD,724.06.052-7,Antares,Oddíl,Řádné,2010
2017,10,266AC8246C1DFED89AFC96B476AC9876,724.06.052-1,Světlušky,Oddíl,Řádné,2013
2017,16,36144994B690D8EF4898D569DD7AF540,724.06.051-6,Albion,Oddíl,Řádné,2014
2017,17,CE83FE1CA43324E37BE7886B630E6B52,724.06.052-5,Medvědice,Oddíl,Řádné,2009
2017,15,18F8BE240F5C490CBD4506AE0B8022BD,724.06.051-6,Albion,Oddíl,Řádné,2008
2017,16,D0D6EFF837690A1E607868059A8B81AD,724.06.051-6,Albion,Oddíl,Řádné,2015
2017,12,5BA0221E875CCDEBC9B0ADBF12AC62E9,724.06.052-5,Medvědice,Oddíl,Řádné,2011
2017,10,9E8C25EB662ED1BCB50746386D705BA5,724.06.052-1,Světlušky,Oddíl,Řádné,2015
2017,4,9AA6B909F7B9F292C4E63C2654995728,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2016
2017,33,C9CA1545FBA1918CC36009B28EFB9D3B,724.06.051-2,Slůňata,Oddíl,Řádné,1990
2017,6,D28093A2AD241277ABC58FFB560AA937,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2014
2017,8,53E87A9F9D45582E388D23230884AE23,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,16,BDD60B2613CA40A9C0F956CB8CE17187,724.06.051-6,Albion,Oddíl,Řádné,2009
2017,14,B6CB478977A4FEDF45CA95C032EB79C9,724.06.052-5,Medvědice,Oddíl,Řádné,2009
2017,32,C0289D2B2B0D4CC655F75BA9B7AAB681,724.06.051-2,Slůňata,Oddíl,Řádné,1990
2017,11,0C38EA675090E969B991DF11A9159057,724.06.052-7,Antares,Oddíl,Řádné,2011
2017,9,DE4097A719AAB1BE062C20A1DABB6BF2,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2011
2017,12,7771191D6A9FF5719EABC65A0A436B97,724.06.052-7,Antares,Oddíl,Řádné,2017
2017,11,F4767E2B7D7552F8D8CB539EA437E1C8,724.06.052-5,Medvědice,Oddíl,Řádné,2011
2017,17,5F5860AF014CF1A1A863B3100770FD81,724.06.052-7,Antares,Oddíl,Řádné,2014
2017,13,7C3A7E18B3D01DB9D2BD39D2327D68B3,724.06.052-5,Medvědice,Oddíl,Řádné,2011
2017,11,7EE30F41CE4DBEE97A01E3D731D56E7E,724.06.052-7,Antares,Oddíl,Řádné,2013
2017,7,3309EC8BDE37DF6324BF1FD77A2A2DD1,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2016
2017,9,A6683B6135C5CCAC2F121B7B7290799F,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,20,3144C590E372BEC07D2580CB49B551BF,724.06.051-6,Albion,Oddíl,Řádné,2011
2017,6,1A386CD73AD604CC30123EB441241A45,724.06.052-1,Světlušky,Oddíl,Řádné,2016
2017,18,74DDAAD55C6F71CB4D235F9F59555FA9,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2014
2017,11,BCA9F3CCDD74DA1D2780958B9A68F44D,724.06.052-7,Antares,Oddíl,Řádné,2013
2017,14,07F6D33DCA1CF6065F438ACBD8A70406,724.06.051-6,Albion,Oddíl,Řádné,2009
2017,45,9AC8D4A8857714B5DABC02855E1EC538,724.06,6. středisko Zlín,Středisko,Řádné,2000
2017,9,A3730BA5A93E05C22BA606FEED18202B,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2017,13,ADDCDBD14E419533E4B262167F8EDE66,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,11,D3D7BB724E6EB1B8328103FA16EC96C9,724.06.052-7,Antares,Oddíl,Řádné,2009
2017,13,25A0C61623773383E75A58E5709CD02F,724.06.052-7,Antares,Oddíl,Řádné,0
2017,23,35DBCE4DBB0661190F689D10BAB541C5,724.06.052-7,Antares,Oddíl,Řádné,2004
2017,13,A6B5017ADA005FDA256C34DEFB1AC207,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,11,CA268E54D944CE3AB1782264DA74248B,724.06.052-5,Medvědice,Oddíl,Řádné,2012
2017,13,2AE139ED74947BA1DAB54EA98A3625AD,724.06.052-5,Medvědice,Oddíl,Řádné,2011
2017,24,61C604A7FA86009D47DA962B638246E3,724.06.051-2,Slůňata,Oddíl,Řádné,1998
2017,11,46CCE657C60707ACFEDEA09497B1CC16,724.06.052-7,Antares,Oddíl,Řádné,2015
2017,14,C7EA59025D5E64E69C63C320F2E06540,724.06.051-6,Albion,Oddíl,Řádné,2010
2017,8,BD2FC553CE19D75699CFF8A4C6E425F7,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2013
2017,6,88E58A00A7E36A1AB337E11B4FE93DE9,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,6,E1D0E0E7A26875633F4AC0CA67B4D8E0,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2014
2017,4,4B54CB1F2AA845412AE921379BDA0E9E,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2017
2017,14,04797B2BD241D72CF976C30C6DD77AEC,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,17,F3291D97A064D48EDFC877C5AEBCE373,724.06.051-6,Albion,Oddíl,Řádné,2014
2017,34,9802262E8074A178095EB5AD25561A60,724.06,6. středisko Zlín,Středisko,Řádné,2000
2017,3,5C658219E31A3500E7BA9C20A1652625,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2017
2017,9,38241DFCB520A0C416E75A121EB4A5EF,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2014
2017,12,636EEB2CEF3963F2C00E3CF57442938F,724.06.052-5,Medvědice,Oddíl,Řádné,2011
2017,5,7F856CD34DC03289E7A762ADFD324F54,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2016
2017,9,02E8DC510FCB126B2E7987BB7C4871E5,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2017,11,DDEEB432A7ABC5F5B704E7642CDD3D4F,724.06.052-5,Medvědice,Oddíl,Řádné,2010
2017,16,EBB445CF030D66FFD7066F0DCEE48F3D,724.06.051-6,Albion,Oddíl,Řádné,2009
2017,28,93168D149532F648A479CCFC70EC1E67,724.06.051-6,Albion,Oddíl,Řádné,2014
2017,21,3EAEB5F64DE951D65C394AF68E153827,724.06.051-6,Albion,Oddíl,Řádné,2002
2017,15,A85318F45B4D984D38FAA11DE09E5852,724.06.051-6,Albion,Oddíl,Řádné,2007
2017,13,2EFD6A7F8E947C225E021B9525050677,724.06.052-5,Medvědice,Oddíl,Řádné,2008
2017,10,9F9AD78576E6DBB4894DB09588C669C5,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2010
2017,7,F5B0C86C4D3035C5700EB830AADB053C,724.06.052-1,Světlušky,Oddíl,Řádné,2013
2017,43,7D51D351C22896CF8E3D4FDBC5140CD8,724.06,6. středisko Zlín,Středisko,Řádné,2000
2017,7,FE33B590525396C10523734780EA3631,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2014
2017,4,A5AC2CD1790CB134EE6E4857561A5FD3,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2016
2017,12,8849215DA1DF5057BF9C5AEA5B351BED,724.06.052-5,Medvědice,Oddíl,Řádné,2008
2017,7,182C67CE15BCE5CF437D929ADD2A702A,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,13,062EA598376112699749A03A6CB564F9,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,14,8F0E02EDC86E965EAF2505CEFBB6D9EF,724.06.052-5,Medvědice,Oddíl,Řádné,2015
2017,16,9B9705F54DE1AA138EB30654484D3985,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,9,4E91F4AD0D7626E2CB68C060B429234A,724.06.052-1,Světlušky,Oddíl,Řádné,2015
2017,16,7A309714DD4083CBCCFB19CDEED4C756,724.06.052-5,Medvědice,Oddíl,Řádné,2016
2017,8,93EF86EE9235E32AE8C4A4C19C267BE6,724.06.052-1,Světlušky,Oddíl,Řádné,2013
2017,15,90CAB7C98A2C1685A27D0CC8FB0347D7,724.06.051-6,Albion,Oddíl,Řádné,2014
2017,21,B51A74064617DBAF1B0412217F9E7981,724.06.052-7,Antares,Oddíl,Řádné,2000
2017,10,E148C94D8E2FF3BE96B7C2E9A0D23EBB,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2017,13,48D830277DF426657DE3E59229CE12D4,724.06.052-5,Medvědice,Oddíl,Řádné,2008
2017,7,BFB755E9AF656CBE0BD9949F18A8A65C,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2017,6,5141D09AB2620C764DC2438CFC89072A,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2015
2017,13,21F520F4AE49440C8E2C50E48048C228,724.06.052-5,Medvědice,Oddíl,Řádné,2013
2017,5,83EBAE5ED976065AC710DEFDB3E3B2DA,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2017
2017,14,D1E70C261563310CBC3EE27BF1BB4CE0,724.06.052-5,Medvědice,Oddíl,Řádné,2007
2017,28,0B3023022E3B7FCE69401B51975CA74A,724.06.052-7,Antares,Oddíl,Řádné,2000
2017,8,CBC85E7CB876D3599942F5476B353B1E,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2015
2017,9,7AA5D156BCD13AC1BDC173D99F76E2F3,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2017,9,72C4713E14AAA75159843D88D45B9CDA,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,11,2B81E47B80FF693617FDDA625F614560,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,14,9B7C40D86DF84A1C71AF9007D82328F6,724.06.052-7,Antares,Oddíl,Řádné,0
2017,11,99DDFBAF811F4EB2BAB4DB8289F8BA22,724.06.052-7,Antares,Oddíl,Řádné,2009
2017,7,6E0B8FE2261109AEB500613244B197AF,724.06.052-1,Světlušky,Oddíl,Řádné,2015
2017,11,E48D56D90FC95C34592A278DC384D414,724.06.052-5,Medvědice,Oddíl,Řádné,2011
2017,17,09D4AAEA69B9A421F7A140A0B9136E3E,724.06.052-1,Světlušky,Oddíl,Řádné,2008
2017,17,644ADBA0913183DF6429F6C43C494216,724.06.052-7,Antares,Oddíl,Řádné,2015
2017,20,E1E97902EDFC14287FA876D8A8900B2C,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,18,E9F1CC36B9D7226BDD7E120958118B70,724.06.052-5,Medvědice,Oddíl,Řádné,2009
2017,6,ABB012BE66C9A8FAE77A6B21BAB9832D,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2015
2017,10,3EEA1BDBB9C968F40117D108AAD70FAA,724.06.052-1,Světlušky,Oddíl,Řádné,2013
2017,19,DC3A18BACADE570B0E7C6131B68CEA26,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,11,78C3BAE703576B2E739BB0FFD67A3C83,724.06.052-7,Antares,Oddíl,Řádné,2013
2017,8,6A704BB3C3644A9A2EE6660C31C9885A,724.06.052-1,Světlušky,Oddíl,Řádné,2013
2017,25,76ED90244F89B6877B6D0BD67E558767,724.06.051-2,Slůňata,Oddíl,Řádné,1999
2017,18,696112740977532B1598B15D9CD7A67F,724.06.052-7,Antares,Oddíl,Řádné,2011
2017,8,C8C59674C6E38D8EDE24933747F98701,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2017,27,B1EDDF4A47856900A5494439A1897118,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2013
2017,13,B22409F6480BE960A0097320E500D034,724.06.052-5,Medvědice,Oddíl,Řádné,2014
2017,10,F31C8DA29C7F562623A0B36BCCD08BCE,724.06.052-1,Světlušky,Oddíl,Řádné,2013
2017,15,DE878C8FF351F231C3C91D727DD6099F,724.06.052-5,Medvědice,Oddíl,Řádné,2007
2017,20,1572B198C1FF9F39BB69278801F1CE3B,724.06.052-5,Medvědice,Oddíl,Řádné,2002
2017,13,962DF81D765BA23DA6965E5EE034AA81,724.06.052-5,Medvědice,Oddíl,Řádné,2013
2017,17,9085D30A1119048961F2BBF56718C7D4,724.06.052-5,Medvědice,Oddíl,Řádné,2013
2017,8,BFAB59DB50BAE43FF57EEA3D805EB9F3,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2015
2017,5,05DD8B8C6E82C753678DD2F732F8F673,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2016
2017,20,BFB32041FCCBE89A5E64DBEF4FB4A686,724.06.052-7,Antares,Oddíl,Řádné,2014
2017,8,7015F9334042F65556C823AC0053245A,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2014
2017,6,E2922826F8A6604851851FA8B3B3C575,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2014
2017,14,3D020113BDA29B3EDD241B84CDDEBAA8,724.06.051-6,Albion,Oddíl,Řádné,2010
2017,6,04FF1C533EA7FB90850620C290B4C856,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2014
2017,5,0FB72A9AFAA45808AEB3FE8E6BD641A1,724.06.051-2.2,Úterý-Plaváčci,Družina,Řádné,2015
2017,37,D077AA067A1138DB510C6AB5CA4495EF,724.06.051-2,Slůňata,Oddíl,Řádné,2015
2017,7,A252F0E86E3DEB7832CC4056089A8B7A,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2014
2017,8,A6C277372373F73A8E49949337E8C0CC,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2017,10,9B891EC32BD4B68C788C81A9261EDA88,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2017,66,59C38B899AC6FE969CFBDD8FA91A8A2E,724.06,6. středisko Zlín,Středisko,Řádné,1968
2017,10,E97A70839B311D11EABA16396B7A2295,724.06.052-1,Světlušky,Oddíl,Řádné,2013
2017,23,530003F550AE58423EAB513EDE2942AC,724.06.051-6,Albion,Oddíl,Řádné,2000
2017,7,91AF6153F5DD9D5897363A7C22D11CAC,724.06.052-1,Světlušky,Oddíl,Řádné,2017
2017,11,2FE9FBBD759869BE157E500039CBB8D2,724.06.052-5,Medvědice,Oddíl,Řádné,2016
2017,18,DB90182D29A14FF07B30A1244EDE82D3,724.06.052-1,Světlušky,Oddíl,Řádné,2004
2017,12,5589A2377A81B8F83041A8F8EC23DE63,724.06.052-7,Antares,Oddíl,Řádné,2013
2017,27,1B77FAB890A89E315837F35602F6B20F,724.06.052-7,Antares,Oddíl,Řádné,2000
2017,20,88D4FD6D612B8F53F94C663CD4B3C8CA,724.06.052-1,Světlušky,Oddíl,Řádné,2004
2017,6,8D85AA606FAF67626672158CF487D18D,724.06.051-2.1,Čtvrtek-Čtvrtky,Družina,Řádné,2016
2017,9,25337F7A4C19B6F4B271B135E8EB75D3,724.06.052-1,Světlušky,Oddíl,Řádné,2016
2017,13,9D1F5B19E2F8AA1D1E35CA89CE4A7E49,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,16,9A380207DA6BE8FD5BEF03BFFC16926B,724.06.052-7,Antares,Oddíl,Řádné,2008
2017,10,C9E5766726A9745880C4644E0A9D930A,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2017,9,F6041F62D89A010E120BD38D5342326B,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2017,17,FD0F96B60290ADDE5F982DBA2300C707,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2014
2017,15,3E1CD11AC52603FF8FDE11F627C86E5B,724.06.051-6,Albion,Oddíl,Řádné,2015
2017,11,2A86811267ACED3BA304531522800EF3,724.06.052-7,Antares,Oddíl,Řádné,2012
2017,14,DE59C5823405C0B21E3CEB742DBA6C7E,724.06.051-6,Albion,Oddíl,Řádné,2009
2017,21,DFA39DCE288F4DEAF0C582E57B7186F7,724.06.051-6,Albion,Oddíl,Řádné,2004
2017,21,EAA89BF5BBAEB0BA4731A92798929179,724.06.052-5,Medvědice,Oddíl,Řádné,2004
2017,16,EA1526CEA879F2D6E27018F3AE558FD3,724.06.051-6,Albion,Oddíl,Řádné,2016
2017,17,31754DA67D0BCCA63CE3342C934B7CA8,724.06.052-1,Světlušky,Oddíl,Řádné,2015
2017,9,C27713982E7A57A83ACC9089D617A097,724.06.052-1,Světlušky,Oddíl,Řádné,2015
2017,11,5904BAE3C0B3CEBB9B89E84CFF6ACCA1,724.06.052-7,Antares,Oddíl,Řádné,2011
2017,11,7F0061D034616B3BF6ACBC094829A4C7,724.06.052-7,Antares,Oddíl,Řádné,2011
2017,14,F74C49863CF4456A215054924CF23ED1,724.06.051-6,Albion,Oddíl,Řádné,2007
